S,I,R
4.6599,701.74,9.9929e+05
4.595,695.98,9.993e+05
4.5311,690.27,9.9931e+05
4.4681,684.61,9.9931e+05
4.4059,678.99,9.9932e+05
4.3446,673.41,9.9932e+05
4.2842,667.88,9.9933e+05
4.2246,662.4,9.9933e+05
4.1658,656.96,9.9934e+05
4.1078,651.57,9.9934e+05
4.0507,646.22,9.9935e+05
3.9943,640.91,9.9936e+05
3.9387,635.65,9.9936e+05
3.8839,630.43,9.9937e+05
3.8299,625.25,9.9937e+05
3.7766,620.11,9.9938e+05
3.724,615.02,9.9938e+05
3.6722,609.97,9.9939e+05
3.6211,604.96,9.9939e+05
3.5707,599.99,9.994e+05
3.521,595.06,9.994e+05
3.4719,590.17,9.9941e+05
3.4236,585.32,9.9941e+05
3.376,580.51,9.9942e+05
3.329,575.74,9.9942e+05
3.2826,571.01,9.9943e+05
3.2369,566.31,9.9943e+05
3.1918,561.66,9.9944e+05
3.1474,557.04,9.9944e+05
3.1036,552.46,9.9944e+05
3.0604,547.92,9.9945e+05
3.0177,543.42,9.9945e+05
2.9757,538.95,9.9946e+05
2.9343,534.52,9.9946e+05
2.8934,530.12,9.9947e+05
2.8531,525.76,9.9947e+05
2.8134,521.44,9.9948e+05
2.7742,517.15,9.9948e+05
2.7356,512.9,9.9948e+05
2.6975,508.68,9.9949e+05
2.6599,504.5,9.9949e+05
2.6229,500.35,9.995e+05
2.5863,496.23,9.995e+05
2.5503,492.15,9.9951e+05
2.5148,488.1,9.9951e+05
2.4797,484.08,9.9951e+05
2.4452,480.1,9.9952e+05
2.4111,476.15,9.9952e+05
2.3775,472.23,9.9953e+05
2.3444,468.35,9.9953e+05
2.3117,464.49,9.9953e+05
2.2795,460.67,9.9954e+05
2.2478,456.88,9.9954e+05
2.2165,453.12,9.9954e+05
2.1856,449.39,9.9955e+05
2.1551,445.69,9.9955e+05
2.1251,442.02,9.9956e+05
2.0955,438.38,9.9956e+05
2.0663,434.77,9.9956e+05
2.0375,431.19,9.9957e+05
2.0091,427.64,9.9957e+05
1.9811,424.12,9.9957e+05
1.9535,420.63,9.9958e+05
1.9262,417.17,9.9958e+05
1.8994,413.73,9.9958e+05
1.8729,410.32,9.9959e+05
1.8468,406.95,9.9959e+05
1.8211,403.59,9.9959e+05
1.7957,400.27,9.996e+05
1.7707,396.97,9.996e+05
1.746,393.7,9.996e+05
1.7216,390.46,9.9961e+05
1.6976,387.24,9.9961e+05
1.674,384.05,9.9961e+05
1.6506,380.89,9.9962e+05
1.6276,377.75,9.9962e+05
1.6049,374.64,9.9962e+05
1.5825,371.55,9.9963e+05
1.5605,368.49,9.9963e+05
1.5387,365.45,9.9963e+05
1.5173,362.44,9.9964e+05
1.4961,359.46,9.9964e+05
1.4752,356.49,9.9964e+05
1.4547,353.56,9.9964e+05
1.4344,350.64,9.9965e+05
1.4144,347.75,9.9965e+05
1.3947,344.89,9.9965e+05
1.3752,342.04,9.9966e+05
1.356,339.22,9.9966e+05
1.3371,336.43,9.9966e+05
1.3185,333.65,9.9967e+05
1.3001,330.9,9.9967e+05
1.282,328.18,9.9967e+05
1.2641,325.47,9.9967e+05
1.2464,322.79,9.9968e+05
1.2291,320.13,9.9968e+05
1.2119,317.49,9.9968e+05
1.195,314.87,9.9968e+05
1.1783,312.27,9.9969e+05
1.1619,309.7,9.9969e+05
1.1457,307.14,9.9969e+05
1.1297,304.61,9.9969e+05
1.1139,302.1,9.997e+05
1.0984,299.61,9.997e+05
1.0831,297.14,9.997e+05
1.068,294.68,9.997e+05
1.0531,292.25,9.9971e+05
1.0384,289.84,9.9971e+05
1.0239,287.45,9.9971e+05
1.0096,285.08,9.9971e+05
0.99552,282.73,9.9972e+05
0.98163,280.4,9.9972e+05
0.96793,278.08,9.9972e+05
0.95443,275.79,9.9972e+05
0.94111,273.51,9.9973e+05
0.92798,271.26,9.9973e+05
0.91503,269.02,9.9973e+05
0.90226,266.8,9.9973e+05
0.88967,264.6,9.9973e+05
0.87725,262.41,9.9974e+05
0.86501,260.25,9.9974e+05
0.85294,258.1,9.9974e+05
0.84103,255.97,9.9974e+05
0.8293,253.86,9.9975e+05
0.81772,251.76,9.9975e+05
0.80631,249.68,9.9975e+05
0.79506,247.62,9.9975e+05
0.78396,245.58,9.9975e+05
0.77302,243.55,9.9976e+05
0.76223,241.54,9.9976e+05
0.75159,239.55,9.9976e+05
0.7411,237.57,9.9976e+05
0.73075,235.61,9.9976e+05
0.72055,233.66,9.9977e+05
0.71049,231.74,9.9977e+05
0.70058,229.82,9.9977e+05
0.6908,227.93,9.9977e+05
0.68115,226.04,9.9977e+05
0.67164,224.18,9.9978e+05
0.66227,222.33,9.9978e+05
0.65302,220.49,9.9978e+05
0.64391,218.67,9.9978e+05
0.63492,216.86,9.9978e+05
0.62605,215.07,9.9978e+05
0.61731,213.3,9.9979e+05
0.60869,211.54,9.9979e+05
0.60019,209.79,9.9979e+05
0.59181,208.06,9.9979e+05
0.58355,206.34,9.9979e+05
0.5754,204.63,9.9979e+05
0.56737,202.94,9.998e+05
0.55945,201.27,9.998e+05
0.55164,199.6,9.998e+05
0.54393,197.96,9.998e+05
0.53634,196.32,9.998e+05
0.52885,194.7,9.998e+05
0.52146,193.09,9.9981e+05
0.51418,191.49,9.9981e+05
0.507,189.91,9.9981e+05
0.49992,188.34,9.9981e+05
0.49294,186.79,9.9981e+05
0.48606,185.24,9.9981e+05
0.47927,183.71,9.9982e+05
0.47257,182.2,9.9982e+05
0.46597,180.69,9.9982e+05
0.45947,179.2,9.9982e+05
0.45305,177.72,9.9982e+05
0.44672,176.25,9.9982e+05
0.44048,174.79,9.9982e+05
0.43433,173.35,9.9983e+05
0.42826,171.91,9.9983e+05
0.42228,170.49,9.9983e+05
0.41638,169.09,9.9983e+05
0.41057,167.69,9.9983e+05
0.40483,166.3,9.9983e+05
0.39918,164.93,9.9983e+05
0.3936,163.56,9.9984e+05
0.38811,162.21,9.9984e+05
0.38268,160.87,9.9984e+05
0.37734,159.54,9.9984e+05
0.37207,158.22,9.9984e+05
0.36687,156.92,9.9984e+05
0.36175,155.62,9.9984e+05
0.35669,154.33,9.9985e+05
0.35171,153.06,9.9985e+05
0.3468,151.79,9.9985e+05
0.34195,150.54,9.9985e+05
0.33717,149.29,9.9985e+05
0.33246,148.06,9.9985e+05
0.32782,146.83,9.9985e+05
0.32324,145.62,9.9985e+05
0.31872,144.42,9.9986e+05
0.31427,143.22,9.9986e+05
0.30988,142.04,9.9986e+05
0.30555,140.86,9.9986e+05
0.30128,139.7,9.9986e+05
0.29707,138.54,9.9986e+05
0.29292,137.4,9.9986e+05
0.28883,136.26,9.9986e+05
0.28479,135.13,9.9986e+05
0.28081,134.02,9.9987e+05
0.27689,132.91,9.9987e+05
0.27302,131.81,9.9987e+05
0.26921,130.72,9.9987e+05
0.26544,129.64,9.9987e+05
0.26173,128.57,9.9987e+05
0.25808,127.5,9.9987e+05
0.25447,126.45,9.9987e+05
0.25092,125.4,9.9987e+05
0.24741,124.37,9.9988e+05
0.24395,123.34,9.9988e+05
0.24054,122.32,9.9988e+05
0.23718,121.3,9.9988e+05
0.23387,120.3,9.9988e+05
0.2306,119.31,9.9988e+05
0.22738,118.32,9.9988e+05
0.2242,117.34,9.9988e+05
0.22106,116.37,9.9988e+05
0.21798,115.41,9.9988e+05
0.21493,114.45,9.9989e+05
0.21193,113.51,9.9989e+05
0.20896,112.57,9.9989e+05
0.20604,111.64,9.9989e+05
0.20316,110.71,9.9989e+05
0.20032,109.8,9.9989e+05
0.19752,108.89,9.9989e+05
0.19476,107.99,9.9989e+05
0.19204,107.09,9.9989e+05
0.18936,106.21,9.9989e+05
0.18671,105.33,9.9989e+05
0.1841,104.46,9.999e+05
0.18153,103.59,9.999e+05
0.17899,102.74,9.999e+05
0.17649,101.89,9.999e+05
0.17402,101.04,9.999e+05
0.17159,100.21,9.999e+05
0.16919,99.377,9.999e+05
0.16683,98.555,9.999e+05
0.16449,97.739,9.999e+05
0.16219,96.931,9.999e+05
0.15993,96.128,9.999e+05
0.15769,95.333,9.999e+05
0.15549,94.544,9.9991e+05
0.15331,93.762,9.9991e+05
0.15117,92.986,9.9991e+05
0.14906,92.216,9.9991e+05
0.14697,91.453,9.9991e+05
0.14492,90.696,9.9991e+05
0.14289,89.945,9.9991e+05
0.1409,89.201,9.9991e+05
0.13893,88.463,9.9991e+05
0.13698,87.73,9.9991e+05
0.13507,87.004,9.9991e+05
0.13318,86.284,9.9991e+05
0.13132,85.57,9.9991e+05
0.12948,84.862,9.9992e+05
0.12767,84.159,9.9992e+05
0.12589,83.463,9.9992e+05
0.12413,82.772,9.9992e+05
0.12239,82.086,9.9992e+05
0.12068,81.407,9.9992e+05
0.11899,80.733,9.9992e+05
0.11733,80.065,9.9992e+05
0.11569,79.402,9.9992e+05
0.11407,78.745,9.9992e+05
0.11248,78.093,9.9992e+05
0.1109,77.446,9.9992e+05
0.10935,76.805,9.9992e+05
0.10782,76.169,9.9992e+05
0.10632,75.539,9.9992e+05
0.10483,74.913,9.9992e+05
0.10336,74.293,9.9993e+05
0.10192,73.678,9.9993e+05
0.10049,73.068,9.9993e+05
0.099089,72.463,9.9993e+05
